pos,url,name,westerley points,race count
1,https://rgtdb.com/user/128814,Tim Cummins,20,1
2,https://rgtdb.com/user/86973,David wcc Buckley wcc,19,1
3,https://rgtdb.com/user/70138,Andrew Beale,18,1
4,https://rgtdb.com/user/69166,Ian Nguru,17,1
5,https://rgtdb.com/user/65012,Dave Morrison,16,1
6,https://rgtdb.com/user/91958,Gt Thakkar,15,1
7,https://rgtdb.com/user/149081,Sam Doshi,14,1
8,https://rgtdb.com/user/228324,Nic Lee,13,1
