TEAM SANZ,192
RASIO RACING,184
TRANSATLANTIC RAIDERS,172
PEDALERS,165
MOON RIDERS,160
GLASGOW UNITED CC,153
TEAM POCOMOTION (BLIGHTY),153
SOUTHBOROUGH (SDW) BEES,118
WESTERLEY TWO,105
WESTERLEY ONE,89
SOUTHBOROUGH (SDW) SKEETERS,79
WESTERLEY THREE,67
TEAM POCOMOTION (VIKINGS),62
TEAM CAMERON,27
