MOON RIDERS 1,197
RASIO RACING,185
POCOMOTION,178
GLASGOW UNITED CC,174
WATFORD VELO SPORT RT,156
SOUTHBOROUGH (SDW) HORNETS,152
MOON RIDERS 2,141
TEAM SANZ,140
WESTERLEY TWO,130
SOUTHBOROUGH (SDW) STINGERS,127
TEAM CAMERON,126
WESTERLEY ONE,100
SOUTHBOROUGH (SDW) BEES,62
