RASIO RACING,572
TRANSATLANTIC RAIDERS,519
PEDALERS,497
TEAM SANZ,494
GLASGOW UNITED CC,472
MOON RIDERS,462
TEAM POCOMOTION (BLIGHTY),457
WESTERLEY TWO,348
SOUTHBOROUGH (SDW) BEES,328
WESTERLEY ONE,317
TEAM BRT,279
SOUTHBOROUGH (SDW) SKEETERS,216
TEAM CAMERON,174
WESTERLEY FOUR,131
WESTERLEY THREE,95
TEAM POCOMOTION (VIKINGS),62
