POCOMOTION,932
MOON RIDERS 1,921
GLASGOW UNITED CC,865
RASIO RACING,768
WATFORD VELO SPORT RT,747
SOUTHBOROUGH (SDW) BEES,737
SOUTHBOROUGH (SDW) STINGERS,705
SOUTHBOROUGH (SDW) HORNETS,615
MOON RIDERS 2,490
WESTERLEY ONE,466
TWICKENHAM CC 1,360
WESTERLEY TWO,316
TEAM SANZ,295
TEAM CAMERON,194
TWICKENHAM CC 2,129
