MOON RIDERS 1,582
POCOMOTION,556
GLASGOW UNITED CC,523
WATFORD VELO SPORT RT,476
SOUTHBOROUGH (SDW) BEES,442
SOUTHBOROUGH (SDW) STINGERS,416
RASIO RACING,406
MOON RIDERS 2,324
TEAM SANZ,295
SOUTHBOROUGH (SDW) HORNETS,289
WESTERLEY ONE,276
WESTERLEY TWO,191
TWICKENHAM CC,143
TEAM CAMERON,126
