RASIO RACING,747
TRANSATLANTIC RAIDERS,710
PEDALERS,671
GLASGOW UNITED CC,668
TEAM SANZ,662
MOON RIDERS,630
TEAM POCOMOTION (BLIGHTY),603
SOUTHBOROUGH (SDW) BEES,491
WESTERLEY TWO,469
WESTERLEY ONE,432
TEAM BTR,422
TEAM CAMERON,296
SOUTHBOROUGH (SDW) SKEETERS,263
WESTERLEY FOUR,185
WESTERLEY THREE,164
TEAM POCOMOTION (VIKINGS),62
