MOON RIDERS 1,760
POCOMOTION,745
GLASGOW UNITED CC,698
WATFORD VELO SPORT RT,606
SOUTHBOROUGH (SDW) BEES,601
RASIO RACING,589
SOUTHBOROUGH (SDW) STINGERS,569
SOUTHBOROUGH (SDW) HORNETS,452
MOON RIDERS 2,433
WESTERLEY ONE,370
TEAM SANZ,295
TWICKENHAM CC 1,258
WESTERLEY TWO,254
TEAM CAMERON,126
TWICKENHAM CC 2,62
