RASIO RACING,1129
TRANSATLANTIC RAIDERS,1090
PEDALERS,1030
TEAM SANZ,1015
GLASGOW UNITED CC,985
MOON RIDERS,958
TEAM POCOMOTION (BLIGHTY),926
WESTERLEY TWO,754
SOUTHBOROUGH (SDW) BEES,712
WESTERLEY ONE,689
TEAM BTR,659
TEAM CAMERON,467
SOUTHBOROUGH (SDW) SKEETERS,389
WESTERLEY THREE,368
WESTERLEY FOUR,185
TEAM POCOMOTION (VIKINGS),62
