POCOMOTION,1124
MOON RIDERS 1,1116
GLASGOW UNITED CC,976
RASIO RACING,939
SOUTHBOROUGH (SDW) BEES,894
WATFORD VELO SPORT RT,893
SOUTHBOROUGH (SDW) STINGERS,784
SOUTHBOROUGH (SDW) HORNETS,695
SATELITE RIDERS,621
WESTERLEY ONE,582
TWICKENHAM CC 1,470
TEAM SANZ,387
WESTERLEY TWO,386
SMILE ON,283
TEAM CAMERON,267
TWICKENHAM CC LADIES,191
